HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,339ANSOTR52S7BYDRHI69GUTY1EKIO,A2C73Y1COWCA51,Submitted,Fri Jul 03 03:49:04 PDT 2020,Fri Jul 03 03:49:12 PDT 2020,Mon Jul 06 03:49:12 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Neutral,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,354GIDR5ZB6FNQATJYJIKSFOY9Q002,A2G5E22Y9EYWRO,Submitted,Fri Jul 03 03:43:39 PDT 2020,Fri Jul 03 03:45:57 PDT 2020,Mon Jul 06 03:45:57 PDT 2020,,,,138,0% (0/0),0% (0/0),0% (0/0),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Very Easy,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3ERET4BTVM9ZWA5ANNCTWNVQFBPK93,A1V32PABM8W3KZ,Submitted,Fri Jul 03 03:39:35 PDT 2020,Fri Jul 03 03:39:42 PDT 2020,Mon Jul 06 03:39:42 PDT 2020,,,,7,100% (303/304),100% (299/299),100% (299/299),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Very Easy,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3FK0YFF9PZGB9SCPPSVWQEV4M1IVVJ,A2H0VR477QHYO7,Submitted,Fri Jul 03 03:56:27 PDT 2020,Fri Jul 03 03:56:35 PDT 2020,Mon Jul 06 03:56:35 PDT 2020,,,,8,99% (243/245),100% (208/208),100% (208/208),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Neutral,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3J2UYBXQQLCA11W8LNZZTTPFBCC609,A2Y2AZ8DBFU47Q,Submitted,Fri Jul 03 03:45:26 PDT 2020,Fri Jul 03 03:46:57 PDT 2020,Mon Jul 06 03:46:57 PDT 2020,,,,91,100% (14/14),100% (14/14),100% (14/14),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Easy,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3KGTPGBS6XL2ZMPNWS1GSNWABWH2UU,A3CZ9T0BO40T0,Submitted,Fri Jul 03 03:59:00 PDT 2020,Fri Jul 03 03:59:05 PDT 2020,Mon Jul 06 03:59:05 PDT 2020,,,,5,100% (217/217),100% (217/217),100% (217/217),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Very Easy,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3NXNZ5RS1AXB1VYQ4TNKSIQ49RS79N,A39VVWV1GHLMFD,Submitted,Fri Jul 03 03:52:26 PDT 2020,Fri Jul 03 03:52:37 PDT 2020,Mon Jul 06 03:52:37 PDT 2020,,,,11,100% (104/104),100% (104/104),100% (104/104),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Very Easy,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3TPWUS5F891SP86UOL5NMOQT834CWB,A21L7K4NROSSF5,Submitted,Fri Jul 03 03:53:07 PDT 2020,Fri Jul 03 03:53:15 PDT 2020,Mon Jul 06 03:53:15 PDT 2020,,,,8,100% (19/19),100% (19/19),100% (19/19),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Very Easy,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3TXMY6UCAEON5BA8CC6HUZ87K2LCQ5,A3DY78Q4FCWTXX,Submitted,Fri Jul 03 03:44:58 PDT 2020,Fri Jul 03 03:45:09 PDT 2020,Mon Jul 06 03:45:09 PDT 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Difficult,,
3P7RGTLO6EDBF9HMPQLS3YBPHEGKAM,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3U8YCDAGXPG3BJFS0WDXZY66BDPQ0R,A1G5PO0BLQPBJ7,Submitted,Fri Jul 03 03:49:59 PDT 2020,Fri Jul 03 03:50:17 PDT 2020,Mon Jul 06 03:50:17 PDT 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),bible,1KI,14:09,"but have done evil above all who were before you, and have gone and made you other gods, and molten images, to provoke me to anger, and have cast me behind your back:",images,100,106,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,326O153BMIY8D0QH3H6SKO1BMZBEDX,A3DY78Q4FCWTXX,Submitted,Fri Jul 03 03:54:59 PDT 2020,Fri Jul 03 03:55:07 PDT 2020,Mon Jul 06 03:55:07 PDT 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,33C7UALJVLYXC40EAL0XRC4GMZA18V,A3CZ9T0BO40T0,Submitted,Fri Jul 03 03:51:26 PDT 2020,Fri Jul 03 03:51:29 PDT 2020,Mon Jul 06 03:51:29 PDT 2020,,,,3,100% (217/217),100% (217/217),100% (217/217),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,34X6J5FLPTYADPGEM4N3H3L2AMTJQP,A39VVWV1GHLMFD,Submitted,Fri Jul 03 03:41:57 PDT 2020,Fri Jul 03 03:42:06 PDT 2020,Mon Jul 06 03:42:06 PDT 2020,,,,9,100% (104/104),100% (104/104),100% (104/104),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,3ERET4BTVM9ZWA5ANNCTWNVQFBRK95,A1V32PABM8W3KZ,Submitted,Fri Jul 03 03:49:09 PDT 2020,Fri Jul 03 03:49:26 PDT 2020,Mon Jul 06 03:49:26 PDT 2020,,,,17,100% (303/304),100% (299/299),100% (299/299),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,3HWRJOOET52EFP9Z071HFNNBN2KSE4,A2H0VR477QHYO7,Submitted,Fri Jul 03 03:53:45 PDT 2020,Fri Jul 03 03:54:00 PDT 2020,Mon Jul 06 03:54:00 PDT 2020,,,,15,99% (243/245),100% (208/208),100% (208/208),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,3LKC68YZ3A3TYX3XEQEEHOKAXHMWOR,A2G5E22Y9EYWRO,Submitted,Fri Jul 03 03:51:26 PDT 2020,Fri Jul 03 03:53:55 PDT 2020,Mon Jul 06 03:53:55 PDT 2020,,,,149,0% (0/0),0% (0/0),0% (0/0),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,3QY7M81QH7MVIRHH8QE9IR4KKL0K7Q,A1B0WR3GERFKX8,Submitted,Fri Jul 03 03:34:42 PDT 2020,Fri Jul 03 03:36:25 PDT 2020,Mon Jul 06 03:36:25 PDT 2020,,,,103,67% (8/12),100% (7/7),100% (7/7),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,3VBEN272MKZCZ35Q62R5FQ8N0IWSGI,A2QT3PLP9RR3K0,Submitted,Fri Jul 03 03:35:25 PDT 2020,Fri Jul 03 03:36:27 PDT 2020,Mon Jul 06 03:36:27 PDT 2020,,,,62,100% (353/353),100% (353/353),100% (353/353),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,3W8CV64QJ2Z8UK42H29WJVFYNUM9HP,A2541C8MY0BYV3,Submitted,Fri Jul 03 03:43:15 PDT 2020,Fri Jul 03 03:43:30 PDT 2020,Mon Jul 06 03:43:30 PDT 2020,,,,15,100% (106/106),100% (106/106),100% (98/98),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
3IZVJEBJ6AK5H245ZE7QA8XGP43Z6X,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:43 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:43 PDT 2020,,,3WMOAN2SRBXY1N3GN195GX1R0YENVS,A8AG71WQHPTYN,Submitted,Fri Jul 03 03:46:03 PDT 2020,Fri Jul 03 03:46:19 PDT 2020,Mon Jul 06 03:46:19 PDT 2020,,,,16,100% (1/1),100% (1/1),0% (0/0),bible,PSA,40:05:00,"Many, Yahweh, my God, are the wonderful works which you have done, and your thoughts which are toward us.",thoughts,76,84,Very Easy,,
39AYGO6AFFKB0DQMWQWWFLQ7FQW6NO,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,34Z02EIMISDG3Z7KH07S43HTVKPT09,A5E2P5F1AXYZ1,Submitted,Fri Jul 03 03:56:05 PDT 2020,Fri Jul 03 03:56:16 PDT 2020,Mon Jul 06 03:56:16 PDT 2020,,,,11,100% (8/8),100% (1/1),0% (0/0),bible,ISA,09:02,The people who walked in darkness have seen a great light.,darkness,25,33,Very Easy,,
39AYGO6AFFKB0DQMWQWWFLQ7FQW6NO,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,35GMH2SV3EHZHXH6TQK8VIDAQDFOE1,A2G5E22Y9EYWRO,Submitted,Fri Jul 03 03:42:30 PDT 2020,Fri Jul 03 03:44:34 PDT 2020,Mon Jul 06 03:44:34 PDT 2020,,,,124,0% (0/0),0% (0/0),0% (0/0),bible,ISA,09:02,The people who walked in darkness have seen a great light.,darkness,25,33,Very Easy,,
39AYGO6AFFKB0DQMWQWWFLQ7FQW6NO,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Fri Jul 03 03:32:39 PDT 2020,10,BatchId:4102928;OriginalHitTemplateId:928390909;,180,259200,Fri Jul 10 03:32:39 PDT 2020,,,3DH6GAKTYYP9M6C4V07JIJCUSTPZYV,AWN1PEZWRQSQ9,Submitted,Fri Jul 03 03:53:36 PDT 2020,Fri Jul 03 03:53:46 PDT 2020,Mon Jul 06 03:53:46 PDT 2020,,,,10,100% (10/10),100% (10/10),100% (10/10),bible,ISA,09:02,The people who walked in darkness have seen a great light.,darkness,25,33,Very Easy,,
