HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject
3N2YPY1GI6YSLXSA4Z1L1QCXIXKVEP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3CFVK00FWLLNYXLUAGLIRDH3FLHL6E,A2Y2AZ8DBFU47Q,Submitted,Mon Jul 13 02:57:14 PDT 2020,Mon Jul 13 02:57:20 PDT 2020,Thu Jul 16 02:57:20 PDT 2020,,,,6,100% (4380/4380),100% (4380/4380),100% (3031/3031),europarl,ep-08-03-10-016.txt,7,"We urge him to bear in mind that he represents the EU Member States, and call on him to respect their sensitivities and contribute towards resolving the issues, showing the Community solidarity that is expected of him and is his duty in view of the office he holds.",EU,302,304,Easy,,
3N2YPY1GI6YSLXSA4Z1L1QCXIXKVEP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3G5W44VEU7IEBKSI1TI3O4HDKZFGK8,A2JJ3531QBNT5K,Submitted,Mon Jul 13 02:55:05 PDT 2020,Mon Jul 13 02:55:13 PDT 2020,Thu Jul 16 02:55:13 PDT 2020,,,,8,100% (184/184),100% (183/183),100% (183/183),europarl,ep-08-03-10-016.txt,7,"We urge him to bear in mind that he represents the EU Member States, and call on him to respect their sensitivities and contribute towards resolving the issues, showing the Community solidarity that is expected of him and is his duty in view of the office he holds.",EU,302,304,Easy,,
3N2YPY1GI6YSLXSA4Z1L1QCXIXKVEP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3HWRJOOET52EFP9Z071HFNNBODDES6,A1V32PABM8W3KZ,Submitted,Mon Jul 13 02:55:57 PDT 2020,Mon Jul 13 02:56:29 PDT 2020,Thu Jul 16 02:56:29 PDT 2020,,,,32,100% (6194/6196),100% (6190/6191),100% (3767/3767),europarl,ep-08-03-10-016.txt,7,"We urge him to bear in mind that he represents the EU Member States, and call on him to respect their sensitivities and contribute towards resolving the issues, showing the Community solidarity that is expected of him and is his duty in view of the office he holds.",EU,302,304,Difficult,,
3N2YPY1GI6YSLXSA4Z1L1QCXIXKVEP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3NVC2EB65QZ81D5BATCAEI7FE9K3YJ,A3PXU2ZLEL8WRW,Submitted,Mon Jul 13 03:00:15 PDT 2020,Mon Jul 13 03:00:33 PDT 2020,Thu Jul 16 03:00:33 PDT 2020,,,,18,100% (2828/2828),100% (2828/2828),100% (1949/1949),europarl,ep-08-03-10-016.txt,7,"We urge him to bear in mind that he represents the EU Member States, and call on him to respect their sensitivities and contribute towards resolving the issues, showing the Community solidarity that is expected of him and is his duty in view of the office he holds.",EU,302,304,Easy,,
3N2YPY1GI6YSLXSA4Z1L1QCXIXKVEP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3P59JYT76LKNZ9AYWNB6NRA8TT22TI,A2QT3PLP9RR3K0,Submitted,Mon Jul 13 02:58:20 PDT 2020,Mon Jul 13 02:58:35 PDT 2020,Thu Jul 16 02:58:35 PDT 2020,,,,15,100% (2606/2606),100% (2606/2606),100% (1675/1675),europarl,ep-08-03-10-016.txt,7,"We urge him to bear in mind that he represents the EU Member States, and call on him to respect their sensitivities and contribute towards resolving the issues, showing the Community solidarity that is expected of him and is his duty in view of the office he holds.",EU,302,304,Easy,,
3N2YPY1GI6YSLXSA4Z1L1QCXIXKVEP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3QECW5O0KH1FY6TLE6D4LYDKD3ST59,A37EV8RZ82WT8E,Submitted,Mon Jul 13 02:58:54 PDT 2020,Mon Jul 13 02:59:02 PDT 2020,Thu Jul 16 02:59:02 PDT 2020,,,,8,100% (252/252),100% (252/252),0% (0/0),europarl,ep-08-03-10-016.txt,7,"We urge him to bear in mind that he represents the EU Member States, and call on him to respect their sensitivities and contribute towards resolving the issues, showing the Community solidarity that is expected of him and is his duty in view of the office he holds.",EU,302,304,Very Easy,,
3N2YPY1GI6YSLXSA4Z1L1QCXIXKVEP,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3VFJCI1K4ZZ0YO5DRDR0PG3RFR9RGC,A39VVWV1GHLMFD,Submitted,Mon Jul 13 02:56:46 PDT 2020,Mon Jul 13 02:56:56 PDT 2020,Thu Jul 16 02:56:56 PDT 2020,,,,10,100% (4054/4054),100% (4054/4054),100% (2468/2468),europarl,ep-08-03-10-016.txt,7,"We urge him to bear in mind that he represents the EU Member States, and call on him to respect their sensitivities and contribute towards resolving the issues, showing the Community solidarity that is expected of him and is his duty in view of the office he holds.",EU,302,304,Difficult,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,34V1S5K3GS1SXVKLLJISM4Q8FR1693,A1V32PABM8W3KZ,Submitted,Mon Jul 13 02:59:57 PDT 2020,Mon Jul 13 03:00:08 PDT 2020,Thu Jul 16 03:00:08 PDT 2020,,,,11,100% (6194/6196),100% (6190/6191),100% (3767/3767),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Neutral,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,36AHBNMV1RC6J5783IIMRRTR5M9DYR,A23U741RIY62O4,Submitted,Mon Jul 13 03:00:39 PDT 2020,Mon Jul 13 03:00:49 PDT 2020,Thu Jul 16 03:00:49 PDT 2020,,,,10,100% (703/703),100% (703/703),100% (703/703),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,36TFCYNS44AYVGM0KIFAZY1GV87HXX,A3PXU2ZLEL8WRW,Submitted,Mon Jul 13 02:56:48 PDT 2020,Mon Jul 13 02:57:16 PDT 2020,Thu Jul 16 02:57:16 PDT 2020,,,,28,100% (2828/2828),100% (2828/2828),100% (1949/1949),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Very Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,39KFRKBFINVXN2YXTRW22L5Q90FYO8,A39VVWV1GHLMFD,Submitted,Mon Jul 13 02:59:05 PDT 2020,Mon Jul 13 02:59:15 PDT 2020,Thu Jul 16 02:59:15 PDT 2020,,,,10,100% (4054/4054),100% (4054/4054),100% (2468/2468),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3DZQRBDBSLFB5RT2BNKLWWJEXOO3S5,A2K607J3Z68WRR,Submitted,Mon Jul 13 02:59:52 PDT 2020,Mon Jul 13 02:59:55 PDT 2020,Thu Jul 16 02:59:55 PDT 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3OCHAWUVGOKPX6N8Q3I7CQH8NPBXKH,A4FUUCTAPWUHK,Submitted,Mon Jul 13 02:57:47 PDT 2020,Mon Jul 13 02:58:01 PDT 2020,Thu Jul 16 02:58:01 PDT 2020,,,,14,100% (1316/1317),100% (1316/1317),100% (1283/1283),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3OONKJ5DKCJ1AU5MJZIIUA7PORYBO7,A2QT3PLP9RR3K0,Submitted,Mon Jul 13 03:01:07 PDT 2020,Mon Jul 13 03:01:55 PDT 2020,Thu Jul 16 03:01:55 PDT 2020,,,,48,100% (2606/2606),100% (2606/2606),100% (1675/1675),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Very Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3RRCEFRB7MCX61V40F39GC1K70YB4X,AUO7GWTC1EAK7,Submitted,Mon Jul 13 03:00:17 PDT 2020,Mon Jul 13 03:02:29 PDT 2020,Thu Jul 16 03:02:29 PDT 2020,,,,132,100% (449/449),100% (449/449),100% (449/449),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3U088ZLJVKT8VGBEC5C3RNOS0PZW0H,A1PNYLOKED8FWF,Submitted,Mon Jul 13 02:59:36 PDT 2020,Mon Jul 13 03:00:57 PDT 2020,Thu Jul 16 03:00:57 PDT 2020,,,,81,100% (5090/5090),100% (5089/5089),100% (3499/3499),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Easy,,
31GN6YMHLPS6A5XXV4QMC9ZQQXVSWX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:13 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:13 PDT 2020,,,3WAKVUDHUWG9LNMT24IBOEDINNUU7G,A2Y2AZ8DBFU47Q,Submitted,Mon Jul 13 02:56:42 PDT 2020,Mon Jul 13 02:56:52 PDT 2020,Thu Jul 16 02:56:52 PDT 2020,,,,10,100% (4380/4380),100% (4380/4380),100% (3031/3031),europarl,ep-08-10-08-028.txt,1,Promoting social inclusion and combating poverty (short presentation),poverty,41,48,Very Easy,,
35YHTYFL1G3KRBS6ZALRJ8XXUYZVF7,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Mon Jul 13 02:54:14 PDT 2020,10,BatchId:4114028;OriginalHitTemplateId:928390909;,180,259200,Mon Jul 20 02:54:14 PDT 2020,,,33JKGHPFYCUFB097998ET1IEAGWNMS,A3PXU2ZLEL8WRW,Submitted,Mon Jul 13 02:58:25 PDT 2020,Mon Jul 13 02:58:50 PDT 2020,Thu Jul 16 02:58:50 PDT 2020,,,,25,100% (2828/2828),100% (2828/2828),100% (1949/1949),europarl,ep-09-05-07-009-10.txt,1,MEDIA Mundus: audiovisual cooperation programme with professionals from third countries (,countries,82,91,Very Easy,,
