HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.corpus_id,Input.file_id,Input.token_id,Input.sentence,Input.token,Input.begin,Input.end,Answer.sentiment.label,Approve,Reject
302OLP89DZ7TWB5YXD4UFFYHC73ACZ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:52 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:52 PDT 2020,,,3XCC1ODXDLBRBDZRU9WCJU7TKEQRQE,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:21:50 PDT 2020,Tue Jul 07 02:23:27 PDT 2020,Fri Jul 10 02:23:27 PDT 2020,,,,97,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Genet-1-2-1193523.nxml,7,"The factor(s) controlling these differences are unknown, but may be intrinsic, as cocultures of older and younger retinas, conditioned media from older retinas, and addition of a variety of small molecules were unable to promote the expression of M-opsin in the P0-initiated cultures [32].",molecules,1188,1197,Neutral,,Insufficient spread of categories used for annotations.
3421H3BM9AH2Z61ZFZ7G6O0SW9U9JX,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:41 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:41 PDT 2020,,,3DZQRBDBSLFB5RT2BNKLWWJEWOVS30,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:22:06 PDT 2020,Tue Jul 07 02:23:41 PDT 2020,Fri Jul 10 02:23:41 PDT 2020,,,,95,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Cancer-5-_-1310620.nxml,3,"However, the lack of association of transcript abundance level for CEBPG, XRCC1, ERCC5, GSTP1, SOD1, or GPX1 with age, gender or smoking history argues against such an explanation.",history,536,543,Neutral,,Insufficient spread of categories used for annotations.
35A1YQPVFEGN38FHUR9ZI7GQXYM5IQ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:52 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:52 PDT 2020,,,3P59JYT76LKNZ9AYWNB6NRA8STA2TP,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:22:22 PDT 2020,Tue Jul 07 02:24:00 PDT 2020,Fri Jul 10 02:24:00 PDT 2020,,,,98,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Genet-1-1-1183529.nxml,5,Inactivation of this gene due to chromosomal rearrangement or deletion would result in a heterozygous null mutation similar to that found in the patient we report.,deletion,614,622,Neutral,,Insufficient spread of categories used for annotations.
366FYU4PTGPE5MYY5VNEZH1G2VAKEH,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:49 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:49 PDT 2020,,,3YGXWBAF70HGG6NAEFZ4RW72OL64C4,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:22:37 PDT 2020,Tue Jul 07 02:24:17 PDT 2020,Fri Jul 10 02:24:17 PDT 2020,,,,100,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Genomics-7-_-1482699.nxml,5,These strains represent important resources and provide the genetic resource to positionally clone numerous quantitative trait genes.,resources,686,695,Easy,,Insufficient spread of categories used for annotations.
37G6BXQPLQL0GPWTI07BV3DP112EQ3,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:40 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:40 PDT 2020,,,3U5NZHP4LR2TM7K9YR5T5LFDS97HPH,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:22:54 PDT 2020,Tue Jul 07 02:24:43 PDT 2020,Fri Jul 10 02:24:43 PDT 2020,,,,109,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Dev Biol-6-_-1635039.nxml,5,"Moreover, the Alk5/Wnt1-Cre mutants display an abnormal patterning of the aortic sac and defective AP septation leading to PTA, reminiscent of type A2 (= truncus artriosus with no main pulmonary artery segment present [30]).",mutants,949,956,Easy,,Insufficient spread of categories used for annotations.
3ODOP6T3ASK1W4XFRJ5XQZ3V86U429,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:33 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:33 PDT 2020,,,3CTOC39K37Q077BZQ5EXHC475757J5,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:23:09 PDT 2020,Tue Jul 07 02:24:56 PDT 2020,Fri Jul 10 02:24:56 PDT 2020,,,,107,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Med-2-12-1322285.nxml,11,"This finding reinforces the notion that without continued stimulation, microglia in mouse models do not maintain the same level of sustained activation that may occur in humans.",activation,2345,2355,Neutral,,Insufficient spread of categories used for annotations.
371Q3BEXDH9A40226RATBDT87VVZSI,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:44 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:44 PDT 2020,,,36PW28KO4ZWAFTN5J7FQUNT517FAEE,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:23:24 PDT 2020,Tue Jul 07 02:25:11 PDT 2020,Fri Jul 10 02:25:11 PDT 2020,,,,107,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Med-2-12-1322285.nxml,5,Filter trap analysis of line 18 tTA/APP mice yielded similar results: the increase in aggregated AŒ≤ observed in untreated animals between 6 and 9 mo of age was completely arrested by transgene suppression (Figure S5C and S5D).,trap,744,748,Neutral,,Insufficient spread of categories used for annotations.
33P2GD6NRNSQPWP0VWVKKKYTUB2HKU,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:46 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:46 PDT 2020,,,3P529IW9KYLJHQE5B9OMLJUG7KTFLJ,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:23:40 PDT 2020,Tue Jul 07 02:25:28 PDT 2020,Fri Jul 10 02:25:28 PDT 2020,,,,108,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Genet-1-2-1193523.nxml,3,"Although we found Elovl2 to have a cone-enriched pattern of expression (see Figure 1), in situ hybridization analysis of Fabp7 failed to show a signal in wild-type or mutant retina (unpublished data).",data,513,517,Easy,,Insufficient spread of categories used for annotations.
33KGGVH24UHL5L3TSQ7OIRQO9VL1X4,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:38 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:38 PDT 2020,,,3ATPCQ38J8A8LY4WJ8RK1QLLJJKAYT,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:23:55 PDT 2020,Tue Jul 07 02:25:36 PDT 2020,Fri Jul 10 02:25:36 PDT 2020,,,,101,0% (0/0),0% (0/0),0% (0/0),biomed,Arthritis Res Ther-9-1-1860061.nxml,10,"Only one QTL, Cia2, was identified for the phenotype of CIA severity, but this QTL contributes to only 16% of the phenotype variations for CIA susceptibility in F2 progeny [10].",severity,1166,1174,Easy,,Insufficient spread of categories used for annotations.
3AFT28WXLF29BILZZ65YRDGHETRIO8,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:58 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:58 PDT 2020,,,3GS6S824SQXBGC3LDBE12ZK57IJNWR,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:24:10 PDT 2020,Tue Jul 07 02:25:53 PDT 2020,Fri Jul 10 02:25:53 PDT 2020,,,,103,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Biol-3-5-1110896.nxml,1,One striking observation of this study is that precocious induction of ETS signaling promotes neuronal survival without a requirement for neurotrophic support and in complete absence of Trk receptor expression.,support,151,158,Neutral,,Insufficient spread of categories used for annotations.
3SBNLSTU6U542BJK91F4GE786SLZDO,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:38 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:38 PDT 2020,,,3KB8R4ZV1E7DIHOOVG5AP1YNW5FGBW,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:24:26 PDT 2020,Tue Jul 07 02:26:05 PDT 2020,Fri Jul 10 02:26:05 PDT 2020,,,,99,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Genet-3-8-1959384.nxml,4,"While our knowledge of the assembly and nature of recombination machinery is extensive, little is known about the disassembly of recombination intermediates, recruitment of DNA replication machinery during recombinational repair, and how the choice between different repair pathways is made.",nature,519,525,Neutral,,Insufficient spread of categories used for annotations.
3RIHDBQ1NEYLFKP3G880ZXQXJGXMH4,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:50 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:50 PDT 2020,,,3Z2R0DQ0JHELAQS16SMBO5A7PJNE2B,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:24:42 PDT 2020,Tue Jul 07 02:26:18 PDT 2020,Fri Jul 10 02:26:18 PDT 2020,,,,96,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Neurosci-6-_-1087847.nxml,2,In the adult brain Annexin A7 generally was detected in nuclei of neurons.,neurons,191,198,Easy,,Insufficient spread of categories used for annotations.
34R3P23QHS1HKWJHKAEN8VSOHIBHWQ,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:50 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:50 PDT 2020,,,3HFNH7HEMHE0MNQDEY20KQTMI5GGQ8,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:24:57 PDT 2020,Tue Jul 07 02:26:36 PDT 2020,Fri Jul 10 02:26:36 PDT 2020,,,,99,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Med-2-12-1322285.nxml,2,"We focused on one of the four lines, line 107, to examine in more detail the time dependence and extent of transgene suppression following either acute or chronic treatment with dox.",suppression,272,283,Easy,,Insufficient spread of categories used for annotations.
34O39PNDK682LNZ9LOULZLH9UQRBR1,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:35 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:35 PDT 2020,,,3570Y55XZPJ9VPHZ58JUXCWOHEXGYB,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:25:13 PDT 2020,Tue Jul 07 02:26:48 PDT 2020,Fri Jul 10 02:26:48 PDT 2020,,,,95,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Genet-6-_-1208879.nxml,3,"Other defects included absence or hypoplasia of the pineal gland, cortical polymicrogyria, white matter changes in the corpus callosum and grey matter changes in the cerebellum [11-13].",pineal,326,332,Easy,,Insufficient spread of categories used for annotations.
33CLA8O0MIBSY4BPQQGHIB8U9OJFRN,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:54 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:54 PDT 2020,,,3X08E93BHVI5FCINNCFG2UZ6OQ2660,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:25:29 PDT 2020,Tue Jul 07 02:26:59 PDT 2020,Fri Jul 10 02:26:59 PDT 2020,,,,90,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Biol-5-_-1858683.nxml,1,"In conclusion, the mammalian Pygo2 gene is required for normal branching morphogenesis of the ureteric bud, with mutants showing dilated tips and reduced numbers of tips.",numbers,154,161,Easy,,Insufficient spread of categories used for annotations.
3LCXHSGDLT6CT5B6A4WGQ3SQJPNSE6,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:59 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:59 PDT 2020,,,3IHR8NYAM71ZAVWEJKLABW69N4LP43,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:25:46 PDT 2020,Tue Jul 07 02:27:06 PDT 2020,Fri Jul 10 02:27:06 PDT 2020,,,,80,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Genet-2-11-1657042.nxml,3,p150CAF-1 knockdown in ES cells was quantified by Western blot analysis and IF.,ES,347,349,Easy,,Insufficient spread of categories used for annotations.
3SCKNODZ0XGU4D4RF01OLZQ3A3B7NN,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:52 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:52 PDT 2020,,,3CCZ6YKWR7JWERK7G08NUYC8IWZ95Y,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:26:02 PDT 2020,Tue Jul 07 02:27:27 PDT 2020,Fri Jul 10 02:27:27 PDT 2020,,,,85,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Biotechnol-2-_-116589.nxml,2,"Of these, DsRed1 (referred to as drFP585 by Matz et al., [12]), a 28 kDa protein isolated from the IndoPacific sea anemone Discosoma sp, posseses the longest excitation (558 nm) and emission (583 nm) wavelength maxima known for a wild-type autofluorescent protein.",anemone,300,307,Neutral,,Insufficient spread of categories used for annotations.
33Q5P9PUSPMUXJD695KTW8PQLSACZ2,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:52 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:52 PDT 2020,,,3IAS3U3I0FGN3NGHW1KLNX4MMMB2B0,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:26:34 PDT 2020,Tue Jul 07 02:27:50 PDT 2020,Fri Jul 10 02:27:50 PDT 2020,,,,76,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Genet-3-6-1904370.nxml,1,The use of forward genetics to define novel loci of interest in human disease has become increasingly viable with the implementation of large-scale mutagenesis programs.,use,4,7,Easy,,Insufficient spread of categories used for annotations.
37ZQELHEQ0YDPGBEJ63D4HNT5S6MND,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:52 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:52 PDT 2020,,,3HL8HNGX451OGODWMCLWGA3L7QDF9N,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:27:05 PDT 2020,Tue Jul 07 02:28:03 PDT 2020,Fri Jul 10 02:28:03 PDT 2020,,,,58,0% (0/0),0% (0/0),0% (0/0),biomed,PLoS Biol-2-8-509305.nxml,1,"The best-studied strains of mice that spontaneously develop a lupus-like pathology are the New Zealand Black/New Zealand White hybrid strain (NZB/WF1); the MRL/Mp lpr/lpr strain, which carries the lpr mutation of the FAS receptor gene; and the BXSB strain, which carries the Y chromosome autoimmune accelerator (Yaa) gene (Theofilopoulos and Dixon 1985).",White,121,126,Easy,,Insufficient spread of categories used for annotations.
3UUSLRKAUL3LI1DEQ6NLPUE9WZ97D5,3UTQDPKCBDPWSUR2GDU9BORSWSD519,Complex Word Identification,Tell us how difficult a word is for you to understand in a given sentence,Text complexity,$0.03,Tue Jul 07 01:43:48 PDT 2020,10,BatchId:4106650;OriginalHitTemplateId:928390909;,180,259200,Tue Jul 14 01:43:48 PDT 2020,,,3OSWBBLG1EXHJ0HYYMWK8DMI2GNXDC,A1VEUBY3JTXH0W,Submitted,Tue Jul 07 02:27:21 PDT 2020,Tue Jul 07 02:28:09 PDT 2020,Fri Jul 10 02:28:09 PDT 2020,,,,48,0% (0/0),0% (0/0),0% (0/0),biomed,BMC Struct Biol-3-_-280685.nxml,2,"Design of inhibitors specific for CLN2 should incorporate the features that have been proven to be important for the related enzymes, such as the placement of an aldehyde functionality capable of making covalent interactions with the catalytic serine, or the utilization of chloromethyl ketone for the same purpose.",utilization,478,489,Neutral,,Insufficient spread of categories used for annotations.
